"No.","Time","Source","Destination","Protocol","Length","Info"
"6215","0.685644","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=11559 Ack=10247 Win=8142 Len=0"
"6216","0.685646","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635375"
"6217","0.685648","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624146"
"6218","0.685865","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625220"
"6219","0.685872","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624195"
"6220","0.685874","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT501' - Service (0x4c)"
"6221","0.685875","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT502' - Service (0x4c)"
"6222","0.685944","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT503' - Service (0x4c)"
"6223","0.685950","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=5761 Ack=3783 Win=8130 Len=0"
"6224","0.685952","192.168.1.10","192.168.1.20","CIP","120","'HMI_FIT201' - Service (0x4c)"
"6225","0.685953","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT504' - Service (0x4c)"
"6226","0.686054","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=5761 Ack=3845 Win=8068 Len=0"
"6227","0.686060","192.168.1.10","192.168.1.20","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"6228","0.686061","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=5761 Ack=3907 Win=8006 Len=0"
"6229","0.686063","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=10247 Ack=11621 Win=8130 Len=0"
"6230","0.686197","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=5761 Ack=3969 Win=7944 Len=0"
"6231","0.686203","192.168.1.10","192.168.1.50","CIP","128","'HMI_PLANT' - Service (0x4d)"
"6232","0.686205","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=10247 Ack=11697 Win=8054 Len=0"
"6233","0.686206","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=6819 Ack=9571 Win=8122 Len=0"
"6234","0.686402","192.168.1.10","192.168.1.40","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"6235","0.686407","192.168.1.10","192.168.1.40","CIP","128","'HMI_P4_PERMISSIVE' - Service (0x4c)"
"6236","0.686409","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=5579 Ack=7859 Win=8116 Len=0"
"6237","0.686410","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637117"
"6238","0.686412","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=5579 Ack=7929 Win=8122 Len=0"
"6239","0.686582","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653727"
"6240","0.686591","192.168.1.10","192.168.1.30","CIP CM","140","Unconnected Send: 'HMI_PLANT_AUTO' - Service (0x4d)"
"6241","0.686814","192.168.1.200","192.168.1.10","CIP","112","Class (0xb2) - Service (0x4c)"
"6242","0.686821","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=8527 Ack=10731 Win=8110 Len=0"
"6243","0.686822","192.168.1.10","192.168.1.200","TCP","64","44818  >  56578 [ACK] Seq=4321 Ack=487 Win=8138 Len=0"
"6244","0.686824","192.168.1.200","192.168.1.20","CIP","112","Class (0xb2) - Service (0x4c)"
"6245","0.687035","192.168.1.40","192.168.1.50","CIP","108","Success: 'HMI_RO_HPP_SD' - Service (0x4d)"
"6246","0.687041","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636141"
"6247","0.687043","192.168.1.20","192.168.1.200","TCP","64","44818  >  56580 [ACK] Seq=5941 Ack=703 Win=8138 Len=0"
"6248","0.687044","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=3243 Ack=3343 Win=8142 Len=0"
"6249","0.687046","192.168.1.40","192.168.1.50","CIP","152","Success: 'HMI_UV401' - Service (0x4c)"
"6250","0.687177","192.168.1.200","192.168.1.60","CIP","112","Class (0xb2) - Service (0x4c)"
"6251","0.687183","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=3243 Ack=3437 Win=8098 Len=0"
"6252","0.687185","192.168.1.40","192.168.1.30","CIP","148","Success: 'HMI_LIT401' - Service (0x4c)"
"6253","0.687186","192.168.1.60","192.168.1.200","TCP","64","44818  >  56584 [ACK] Seq=8542 Ack=973 Win=8138 Len=0"
"6254","0.687424","192.168.1.200","192.168.1.70","CIP","112","Class (0xb2) - Service (0x4c)"
"6255","0.687431","192.168.1.30","192.168.1.40","TCP","64","52420  >  44818 [ACK] Seq=1427 Ack=2071 Win=8102 Len=0"
"6256","0.687433","192.168.1.70","192.168.1.200","TCP","64","44818  >  54613 [ACK] Seq=3140 Ack=379 Win=8138 Len=0"
"6257","0.687434","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV503' - Service (0x4c)"
"6258","0.687606","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622941"
"6259","0.687612","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=3845 Ack=3907 Win=8130 Len=0"
"6260","0.687614","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV504' - Service (0x4c)"
"6261","0.687615","192.168.1.200","192.168.1.50","CIP","112","Class (0xb2) - Service (0x4c)"
"6262","0.687795","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=3845 Ack=3969 Win=8130 Len=0"
"6263","0.687801","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652924"
"6264","0.687805","192.168.1.50","192.168.1.200","TCP","64","44818  >  56574 [ACK] Seq=4861 Ack=595 Win=8138 Len=0"
"6265","0.687810","192.168.1.40","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6266","0.687811","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001652002"
"6267","0.688057","192.168.1.200","192.168.1.30","CIP","112","Class (0xb2) - Service (0x4c)"
"6268","0.688064","192.168.1.30","192.168.1.200","TCP","64","44818  >  56582 [ACK] Seq=4536 Ack=541 Win=8138 Len=0"
"6269","0.688343","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"6270","0.688350","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=9571 Ack=6869 Win=8142 Len=0"
"6271","0.688351","192.168.1.50","192.168.1.10","CIP","112","Success: 'HMI_P5_STATE' - Service (0x4c)"
"6272","0.688522","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=9571 Ack=6923 Win=8138 Len=0"
"6273","0.688528","192.168.1.50","192.168.1.40","CIP","128","'HMI_P_RO_FEED_DUTY' - Service (0x4c)"
"6274","0.688530","192.168.1.40","192.168.1.50","TCP","64","44818  >  54084 [ACK] Seq=3437 Ack=3313 Win=8122 Len=0"
"6275","0.688531","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV501' - Service (0x4c)"
"6276","0.688789","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652426"
"6277","0.688798","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=3969 Ack=3907 Win=8130 Len=0"
"6278","0.688810","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV502' - Service (0x4c)"
"6279","0.688814","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=3969 Ack=3969 Win=8130 Len=0"
"6280","0.689040","192.168.1.50","192.168.1.40","CIP CM","128","Unconnected Send: 'HMI_FIT401' - Service (0x4c)"
"6281","0.689046","192.168.1.40","192.168.1.50","TCP","64","44818  >  54084 [ACK] Seq=3437 Ack=3383 Win=8122 Len=0"
"6282","0.689048","192.168.1.70","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6283","0.689245","192.168.1.50","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6284","0.689531","192.168.1.200","192.168.1.10","CIP","112","Class (0xb2) - Service (0x4c)"
"6285","0.689537","192.168.1.10","192.168.1.200","TCP","64","44818  >  56578 [ACK] Seq=4321 Ack=541 Win=8138 Len=0"
"6286","0.689859","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654435"
"6287","0.689867","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"6288","0.689869","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638759"
"6289","0.690105","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=7685 Ack=5559 Win=8142 Len=0"
"6290","0.690110","192.168.1.20","192.168.1.200","CIP","284","Success: Class (0xb2) - Service (0x4c)"
"6291","0.690111","192.168.1.20","192.168.1.30","CIP","116","Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)"
"6292","0.690350","192.168.1.30","192.168.1.20","TCP","64","52418  >  44818 [ACK] Seq=3477 Ack=2493 Win=8134 Len=0"
"6293","0.690719","192.168.1.60","192.168.1.200","CIP","600","Success: Class (0xb2) - Service (0x4c)"
"6294","0.691293","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653754"
"6295","0.691497","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636705"
"6296","0.691744","192.168.1.10","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6297","0.692112","192.168.1.10","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6298","0.692119","192.168.1.200","192.168.1.10","TCP","64","56578  >  44818 [ACK] Seq=541 Ack=5401 Win=256 Len=0"
"6299","0.692522","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637187"
"6300","0.692767","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630318"
"6301","0.692773","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639502"
"6302","0.693507","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649438"
"6303","0.693516","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648741"
"6304","0.693518","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625221"
"6305","0.694077","192.168.1.30","192.168.1.10","CIP","102","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"6306","0.694091","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=10731 Ack=8571 Win=8148 Len=0"
"6307","0.694572","192.168.1.30","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6308","0.694858","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001637009"
"6309","0.695349","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"6310","0.695363","192.168.1.60","192.168.1.10","CIP","116","Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)"
"6311","0.695369","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=7685 Ack=5609 Win=8142 Len=0"
"6312","0.695371","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=7685 Ack=5667 Win=8134 Len=0"
"6313","0.695373","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640490"
"6314","0.695379","192.168.1.60","192.168.1.30","CIP","152","Success: 'HMI_P602' - Service (0x4c)"
"6315","0.695554","192.168.1.30","192.168.1.60","TCP","64","52416  >  44818 [ACK] Seq=4041 Ack=4899 Win=8098 Len=0"
"6316","0.695721","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635376"
"6317","0.695727","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624147"
"6318","0.695729","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625221"
"6319","0.695730","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624196"
"6320","0.695910","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"6321","0.695916","192.168.1.200","192.168.1.20","CIP","112","Class (0xb2) - Service (0x4c)"
"6322","0.695918","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=11697 Ack=10297 Win=8142 Len=0"
"6323","0.695919","192.168.1.20","192.168.1.200","TCP","64","44818  >  56580 [ACK] Seq=6167 Ack=757 Win=8138 Len=0"
"6324","0.696291","192.168.1.200","192.168.1.40","CIP","112","Class (0xb2) - Service (0x4c)"
"6325","0.696303","192.168.1.40","192.168.1.200","TCP","64","44818  >  56585 [ACK] Seq=5253 Ack=595 Win=8138 Len=0"
"6326","0.696310","192.168.1.200","192.168.1.70","CIP","112","Class (0xb2) - Service (0x4c)"
"6327","0.696515","192.168.1.10","192.168.1.20","CIP CM","128","Unconnected Send: 'HMI_MV201' - Service (0x4c)"
"6328","0.696521","192.168.1.70","192.168.1.200","TCP","64","44818  >  54613 [ACK] Seq=3680 Ack=433 Win=8138 Len=0"
"6329","0.696522","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637118"
"6330","0.696524","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653728"
"6331","0.696528","192.168.1.10","192.168.1.60","CIP","128","'HMI_PLANT' - Service (0x4d)"
"6332","0.696630","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=10297 Ack=11767 Win=8122 Len=0"
"6333","0.696636","192.168.1.200","192.168.1.50","CIP","112","Class (0xb2) - Service (0x4c)"
"6334","0.696637","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=5667 Ack=7755 Win=8122 Len=0"
"6335","0.696904","192.168.1.50","192.168.1.200","TCP","64","44818  >  56574 [ACK] Seq=5401 Ack=649 Win=8138 Len=0"
"6336","0.696910","192.168.1.10","192.168.1.30","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"6337","0.696911","192.168.1.200","192.168.1.30","CIP","112","Class (0xb2) - Service (0x4c)"
"6338","0.696912","192.168.1.10","192.168.1.30","CIP CM","128","Unconnected Send: 'HMI_LIT301' - Service (0x4c)"
"6339","0.697012","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=8571 Ack=10807 Win=8116 Len=0"
"6340","0.697018","192.168.1.10","192.168.1.20","CIP","128","'HMI_P2_PERMISSIVE' - Service (0x4c)"
"6341","0.697019","192.168.1.30","192.168.1.200","TCP","64","44818  >  56582 [ACK] Seq=5076 Ack=595 Win=8138 Len=0"
"6342","0.697020","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=8571 Ack=10877 Win=8046 Len=0"
"6343","0.697022","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636142"
"6344","0.697205","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=10297 Ack=11837 Win=8122 Len=0"
"6345","0.697211","192.168.1.10","192.168.1.30","CIP","128","'HMI_PLANT' - Service (0x4d)"
"6346","0.697212","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"6347","0.697213","192.168.1.10","192.168.1.30","CIP","128","'HMI_P3_PERMISSIVE' - Service (0x4c)"
"6348","0.697320","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=8571 Ack=10947 Win=8122 Len=0"
"6349","0.697327","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=7929 Ack=5629 Win=8142 Len=0"
"6350","0.697329","192.168.1.40","192.168.1.20","CIP","148","Success: 'HMI_AIT402' - Service (0x4c)"
"6351","0.697331","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=8571 Ack=11017 Win=8052 Len=0"
"6352","0.697550","192.168.1.20","192.168.1.40","TCP","64","52996  >  44818 [ACK] Seq=1365 Ack=1981 Win=8102 Len=0"
"6353","0.697556","192.168.1.10","192.168.1.20","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"6354","0.697557","192.168.1.10","192.168.1.50","CIP","140","'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)"
"6355","0.697559","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=10297 Ack=11911 Win=8118 Len=0"
"6356","0.697713","192.168.1.10","192.168.1.50","CIP","134","'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)"
"6357","0.697720","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=6923 Ack=9653 Win=8110 Len=0"
"6358","0.697722","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=6923 Ack=9729 Win=8034 Len=0"
"6359","0.697724","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652925"
"6360","0.697972","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001652003"
"6361","0.697981","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622942"
"6362","0.697984","192.168.1.200","192.168.1.201","TCP","1202","4241  >  60948 [PSH, ACK] Seq=14973 Ack=1345 Win=255 Len=1144"
"6363","0.698370","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"6364","0.698378","192.168.1.200","192.168.1.88","TCP","1518","4241  >  53903 [ACK] Seq=34905 Ack=1345 Win=250 Len=1460"
"6365","0.698381","192.168.1.200","192.168.1.88","TCP","1518","4241  >  53903 [ACK] Seq=36365 Ack=1345 Win=250 Len=1460"
"6366","0.698383","192.168.1.200","192.168.1.88","TCP","1518","4241  >  53903 [ACK] Seq=37825 Ack=1345 Win=250 Len=1460"
"6367","0.698385","192.168.1.200","192.168.1.88","TCP","153","4241  >  53903 [PSH, ACK] Seq=39285 Ack=1345 Win=250 Len=95"
"6368","0.698509","192.168.1.50","192.168.1.10","CIP","116","Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)"
"6369","0.698514","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=9729 Ack=6973 Win=8142 Len=0"
"6370","0.698515","192.168.1.201","192.168.1.200","TCP","154","60948  >  4241 [PSH, ACK] Seq=1345 Ack=16117 Win=16139 Len=96"
"6371","0.698517","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=9729 Ack=7031 Win=8134 Len=0"
"6372","0.698749","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652427"
"6373","0.698760","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT501' - Service (0x4c)"
"6374","0.698762","192.168.1.200","192.168.1.10","CIP","112","Class (0xb2) - Service (0x4c)"
"6375","0.698764","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT502' - Service (0x4c)"
"6376","0.698864","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=3969 Ack=5851 Win=8102 Len=0"
"6377","0.698871","192.168.1.10","192.168.1.200","TCP","64","44818  >  56578 [ACK] Seq=5401 Ack=595 Win=8138 Len=0"
"6378","0.698872","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=3969 Ack=5941 Win=8012 Len=0"
"6379","0.698874","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT503' - Service (0x4c)"
"6380","0.699116","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT504' - Service (0x4c)"
"6381","0.699122","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=3969 Ack=6031 Win=8102 Len=0"
"6382","0.699124","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=3969 Ack=6121 Win=8102 Len=0"
"6383","0.699404","192.168.1.70","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6384","0.699411","192.168.1.88","192.168.1.200","TCP","64","53903  >  4241 [ACK] Seq=1345 Ack=39380 Win=1237 Len=0"
"6385","0.699772","192.168.1.200","192.168.1.10","CIP","112","Class (0xb2) - Service (0x4c)"
"6386","0.699780","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654436"
"6387","0.699784","192.168.1.10","192.168.1.200","TCP","64","44818  >  56578 [ACK] Seq=5401 Ack=649 Win=8138 Len=0"
"6388","0.700102","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638760"
"6389","0.700110","192.168.1.20","192.168.1.30","CIP","108","Success: 'P2_P2078_AUTOINP' - Service (0x4d)"
"6390","0.700111","192.168.1.30","192.168.1.20","TCP","64","52418  >  44818 [ACK] Seq=3477 Ack=2543 Win=8142 Len=0"
"6391","0.700113","192.168.1.20","192.168.1.10","CIP","156","Success: 'HMI_FIT201' - Service (0x4c)"
"6392","0.700389","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=11911 Ack=10395 Win=8094 Len=0"
"6393","0.700752","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"6394","0.700761","192.168.1.88","192.168.1.200","TCP","154","53903  >  4241 [PSH, ACK] Seq=1345 Ack=39380 Win=1237 Len=96"
"6395","0.700763","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=11911 Ack=10445 Win=8142 Len=0"
"6396","0.700769","192.168.1.200","192.168.1.70","CIP","112","Class (0xb2) - Service (0x4c)"
"6397","0.700992","192.168.1.70","192.168.1.200","TCP","64","44818  >  54613 [ACK] Seq=4220 Ack=487 Win=8138 Len=0"
"6398","0.700998","192.168.1.200","192.168.1.10","CIP","112","Class (0xb2) - Service (0x4c)"
"6399","0.701000","192.168.1.20","192.168.1.30","CIP","120","'HMI_LIT301' - Service (0x4c)"
"6400","0.701001","192.168.1.10","192.168.1.200","TCP","64","44818  >  56578 [ACK] Seq=5401 Ack=703 Win=8138 Len=0"
"6401","0.701107","192.168.1.20","192.168.1.30","CIP","120","'HMI_MV301' - Service (0x4c)"
"6402","0.701113","192.168.1.30","192.168.1.20","TCP","64","44818  >  52994 [ACK] Seq=3193 Ack=2667 Win=8130 Len=0"
"6403","0.701114","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653755"
"6404","0.701118","192.168.1.30","192.168.1.20","TCP","64","44818  >  52994 [ACK] Seq=3193 Ack=2729 Win=8130 Len=0"
"6405","0.701451","192.168.1.20","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6406","0.701459","192.168.1.10","192.168.1.50","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"6407","0.701461","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=7031 Ack=9803 Win=8118 Len=0"
"6408","0.701659","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636706"
"6409","0.701984","192.168.1.10","192.168.1.200","CIP","600","Success: Class (0xb2) - Service (0x4c)"
"6410","0.701991","192.168.1.10","192.168.1.200","CIP","218","Success: Class (0xb2) - Service (0x4c)"
"6411","0.701993","192.168.1.10","192.168.1.50","CIP","122","'HMI_P5_STATE' - Service (0x4c)"
"6412","0.701994","192.168.1.10","192.168.1.60","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"6413","0.702070","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=7031 Ack=9867 Win=8128 Len=0"
"6414","0.702076","192.168.1.10","192.168.1.60","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"6415","0.702078","192.168.1.200","192.168.1.10","TCP","64","56578  >  44818 [ACK] Seq=703 Ack=6103 Win=253 Len=0"
"6416","0.702081","192.168.1.10","192.168.1.60","CIP","128","'HMI_P6_PERMISSIVE' - Service (0x4c)"
"6417","0.702209","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=5667 Ack=7829 Win=8118 Len=0"
"6418","0.702216","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=5667 Ack=7905 Win=8042 Len=0"
"6419","0.702218","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=5667 Ack=7975 Win=7972 Len=0"
"6420","0.702642","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637188"
"6421","0.702650","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630319"
"6422","0.702844","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639503"
"6423","0.703059","192.168.1.200","192.168.1.20","CIP","112","Class (0xb2) - Service (0x4c)"
"6424","0.703066","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"6425","0.703068","192.168.1.20","192.168.1.200","TCP","64","44818  >  56580 [ACK] Seq=6707 Ack=811 Win=8138 Len=0"
"6426","0.703069","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=7929 Ack=5679 Win=8142 Len=0"
"6427","0.703583","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649439"
"6428","0.703592","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648742"
"6429","0.703594","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625222"
"6430","0.704612","192.168.1.70","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6431","0.704624","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"6432","0.704893","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=11017 Ack=8621 Win=8142 Len=0"
"6433","0.704899","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001637010"
"6434","0.705202","192.168.1.30","192.168.1.200","CIP","598","Success: Class (0xb2) - Service (0x4c)"
"6435","0.705209","192.168.1.60","192.168.1.30","CIP","108","Success: 'P6_P602_AUTOINP' - Service (0x4d)"
"6436","0.705211","192.168.1.100","192.168.1.201","VNC","298",""
"6437","0.705213","192.168.1.30","192.168.1.60","TCP","64","52416  >  44818 [ACK] Seq=4041 Ack=4949 Win=8142 Len=0"
"6438","0.705214","192.168.1.60","192.168.1.30","CIP","152","Success: 'HMI_P602' - Service (0x4c)"
"6439","0.705507","192.168.1.201","192.168.1.100","VNC","68",""
"6440","0.705514","192.168.1.30","192.168.1.60","TCP","64","52416  >  44818 [ACK] Seq=4041 Ack=5043 Win=8098 Len=0"
"6441","0.705516","192.168.1.60","192.168.1.10","CIP","120","'HMI_LIT101' - Service (0x4c)"
